id,instansi,jenis_pengadaan,tanggal,nilai_kontrak,harga_pasar,hps,spesifikasi_score,vendor_reliability,price_markup_ratio,price_risk,spec_risk,vendor_risk,probability_risk,impact_score,estimated_loss,risk_level,value_bucket
PCKT-101157,Kemenag,Jasa Konsultan,2024-11-18,50000000,50604024,46892201,0.881,0.844,0.0,0.0,0.119,0.15600000000000003,0.06875,0.0,0.0,Rendah,Kecil
PCKT-100530,Kominfo,Konstruksi,2024-11-19,50000000,46525580,49888833,0.628,0.792,0.07467762895164337,0.11262197732942703,0.372,0.20799999999999996,0.2013109886647135,0.0,0.0,Rendah,Kecil
PCKT-100565,Pemkab X,Barang-IT,2024-11-19,50000000,41463110,38087816,0.989,0.261,0.20589121269485092,0.2806634429524315,0.01100000000000001,0.739,0.32783172147621575,0.0,0.0,Rendah,Kecil
PCKT-100729,Kemenkeu,Konstruksi,2024-11-19,50000000,37458941,44182056,0.898,0.68,0.3347948090684144,0.41472396861209804,0.10199999999999998,0.31999999999999995,0.312861984306049,0.0,0.0,Rendah,Kecil
PCKT-100611,Kementerian Y,Alkes,2024-11-19,50000000,37571575,42671237,0.93,0.217,0.330793292535647,0.4109647606817739,0.06999999999999995,0.783,0.41873238034088694,0.0,0.0,Rendah,Kecil
PCKT-100713,BPK,Barang-NonIT,2024-11-19,50000000,45451004,53845551,0.727,0.831,0.100085709877828,0.14797306244542008,0.273,0.16900000000000004,0.18448653122271005,0.0,0.0,Rendah,Kecil
PCKT-100446,Kominfo,Barang-IT,2024-11-20,50000000,47538543,36287730,0.732,0.538,0.051778132956241424,0.07950619901364031,0.268,0.46199999999999997,0.22225309950682015,0.0,0.0,Rendah,Kecil
PCKT-101076,Kominfo,Jasa Konsultan,2024-11-20,50000000,37160644,39055877,0.908,0.452,0.3455095126984344,0.42467214629394945,0.09199999999999997,0.548,0.3723360731469747,0.0,0.0,Rendah,Kecil
PCKT-100697,BPK,Barang-NonIT,2024-11-21,50000000,59243951,57204120,0.761,0.823,0.0,0.0,0.239,0.17700000000000005,0.10400000000000001,0.0,0.0,Rendah,Kecil
PCKT-100887,Pemkab X,Alkes,2024-11-21,50000000,53101989,70372577,0.919,0.576,0.0,0.0,0.08099999999999996,0.42400000000000004,0.12625,0.0,0.0,Rendah,Kecil
PCKT-100200,Pemprov Sumut,Konstruksi,2024-11-21,50000000,62957320,81807757,0.986,0.795,0.0,0.0,0.014000000000000012,0.20499999999999996,0.05474999999999999,0.0,0.0,Rendah,Kecil
PCKT-100138,Pemprov Jateng,Jasa Konsultan,2024-11-21,50000000,44703197,41615805,0.861,0.784,0.11848823698224537,0.17269444580815652,0.139,0.21599999999999997,0.17509722290407825,0.0,0.0,Rendah,Kecil
PCKT-100769,Kemenhub,Alkes,2024-11-21,50000000,50150045,52263223,0.892,0.895,0.0,0.0,0.10799999999999998,0.10499999999999998,0.05324999999999999,0.0,0.0,Rendah,Kecil
PCKT-100985,Kemendikbud,Jasa Konsultan,2024-11-22,50000000,50031112,33427099,0.96,0.576,0.0,0.0,0.040000000000000036,0.42400000000000004,0.11600000000000002,0.0,0.0,Rendah,Kecil
PCKT-100745,Pemprov Sumut,Jasa Konsultan,2024-11-22,50000000,54493566,59426098,0.81,0.393,0.0,0.0,0.18999999999999995,0.607,0.19924999999999998,0.0,0.0,Rendah,Kecil
PCKT-100441,Kementerian Y,Alkes,2024-11-23,50000000,43201363,47591516,0.699,0.564,0.1573708912841477,0.2225946868342532,0.30100000000000005,0.43600000000000005,0.29554734341712663,0.0,0.0,Rendah,Kecil
PCKT-100427,Kemenkes,Barang-IT,2024-11-23,50000000,47737315,51239310,0.61,0.929,0.04739866496471366,0.07303351093304744,0.39,0.07099999999999995,0.1517667554665237,0.0,0.0,Rendah,Kecil
PCKT-101153,Pemprov Jabar,Barang-NonIT,2024-11-23,50000000,45651097,42907421,0.739,0.532,0.0952639319926967,0.14137438585985462,0.261,0.46799999999999997,0.25293719292992733,0.0,0.0,Rendah,Kecil
PCKT-100008,Kemendikbud,Barang-IT,2024-11-23,50000000,38126568,37293440,0.632,0.687,0.31142147386567814,0.3924217820237219,0.368,0.31299999999999994,0.3664608910118609,0.0,0.0,Rendah,Kecil
PCKT-101118,Kemenag,Jasa Konsultan,2024-11-23,50000000,52701168,52439549,0.954,0.765,0.0,0.0,0.04600000000000004,0.235,0.07025,0.0,0.0,Rendah,Kecil
PCKT-101128,Kemendikbud,Barang-IT,2024-11-23,50000000,44279878,45001512,0.895,0.625,0.12918106955940575,0.18672804005569432,0.10499999999999998,0.375,0.21336402002784716,0.0,0.0,Rendah,Kecil
PCKT-100048,Pemprov Sumut,Barang-IT,2024-11-23,50000000,43311086,45381297,0.764,0.639,0.1544388427480207,0.21893909466298145,0.236,0.361,0.2587195473314907,0.0,0.0,Rendah,Kecil
PCKT-100370,Pemkab X,Jasa Konsultan,2024-11-24,50000000,52170103,56364298,0.887,0.526,0.0,0.0,0.11299999999999999,0.474,0.14675,0.0,0.0,Rendah,Kecil
PCKT-101159,Pemprov Sumut,Alkes,2024-11-24,95221031,52796095,52314119,0.553,0.21,0.8035620058642595,0.7235427854412502,0.44699999999999995,0.79,0.6710213927206251,0.7005167042206877,44759759.18296654,Tinggi,Kecil
PCKT-100707,Kominfo,Barang-IT,2024-11-25,50000000,39871377,49452615,0.892,0.329,0.2540324353482951,0.3339908678223297,0.10799999999999998,0.671,0.36174543391116487,0.0,0.0,Rendah,Kecil
PCKT-100302,Kemenkes,Jasa Konsultan,2024-11-26,50000000,53697094,53243957,0.8,0.843,0.0,0.0,0.19999999999999996,0.15700000000000003,0.08925,0.0,0.0,Rendah,Kecil
PCKT-100902,Kementerian Y,Barang-IT,2024-11-26,50000000,38383972,35453575,0.876,0.345,0.3026270444340674,0.3838120640149203,0.124,0.655,0.3866560320074601,0.0,0.0,Rendah,Kecil
PCKT-100923,Pemprov Jateng,Konstruksi,2024-11-27,50000000,51091891,58986286,0.95,0.955,0.0,0.0,0.050000000000000044,0.04500000000000004,0.02375000000000002,0.0,0.0,Rendah,Kecil
PCKT-100280,Kemenkeu,Konstruksi,2024-11-27,50000000,50131088,51413451,0.93,0.614,0.0,0.0,0.06999999999999995,0.386,0.11399999999999999,0.0,0.0,Rendah,Kecil
PCKT-100140,Pemkab X,Konstruksi,2024-11-27,50000000,51787661,48633347,0.813,0.73,0.0,0.0,0.18700000000000006,0.27,0.11425000000000002,0.0,0.0,Rendah,Kecil
PCKT-100842,Kemendikbud,Alkes,2024-11-27,50000000,45224365,42478729,0.812,0.794,0.10559871874375683,0.15545558425950023,0.18799999999999994,0.20599999999999996,0.1762277921297501,0.0,0.0,Rendah,Kecil
PCKT-101158,Pemkab X,Konstruksi,2024-11-27,50000000,45113684,52187668,0.752,0.969,0.1083111722820065,0.1591129022568315,0.248,0.031000000000000028,0.14930645112841576,0.0,0.0,Rendah,Kecil
PCKT-100358,Kemenkeu,Alkes,2024-11-28,50000000,43655408,47567657,0.909,0.906,0.14533347162853225,0.207476843901355,0.09099999999999997,0.09399999999999997,0.1499884219506775,0.0,0.0,Rendah,Kecil
PCKT-100995,Kemendikbud,Jasa Konsultan,2024-11-28,50000000,39915180,36328014,0.625,0.151,0.25265625759422855,0.33252277700960753,0.375,0.849,0.47226138850480376,0.0,0.0,Rendah,Kecil
PCKT-100134,Kementerian Y,Konstruksi,2024-11-28,50000000,42795219,40185531,0.757,0.54,0.16835481084931472,0.23613766615845866,0.243,0.45999999999999996,0.2938188330792293,0.0,0.0,Rendah,Kecil
PCKT-100265,Kemenhub,Barang-IT,2024-11-29,50000000,43381380,39676732,0.788,0.075,0.1525682216656086,0.21659788240001032,0.21199999999999997,0.925,0.39254894120000516,0.0,0.0,Rendah,Kecil
PCKT-101126,Kemenkes,Konstruksi,2024-11-29,50000000,41553244,46972586,0.693,0.737,0.2032754891531453,0.2776465974622022,0.30700000000000005,0.263,0.2813232987311011,0.0,0.0,Rendah,Kecil
PCKT-100104,Kemenkeu,Barang-NonIT,2024-11-29,50000000,40203069,45972157,1.0,0.344,0.2436861474431218,0.32287395106818206,0.0,0.656,0.325436975534091,0.0,0.0,Rendah,Kecil
PCKT-100039,Kemenag,Barang-IT,2024-11-29,50000000,53838382,55013943,0.992,0.462,0.0,0.0,0.008000000000000007,0.538,0.1365,0.0,0.0,Rendah,Kecil
PCKT-100819,Pemprov Sumut,Jasa Konsultan,2024-11-29,50000000,53126850,54680667,0.646,0.365,0.0,0.0,0.354,0.635,0.24725,0.0,0.0,Rendah,Kecil
PCKT-101160,Kominfo,Barang-IT,2024-11-29,50000000,46757219,51250607,0.696,0.493,0.06935359008413225,0.10503059364455947,0.30400000000000005,0.507,0.2552652968222797,0.0,0.0,Rendah,Kecil
PCKT-100881,Kemenkeu,Barang-IT,2024-11-30,50000000,52672392,59536496,0.89,0.679,0.0,0.0,0.10999999999999999,0.32099999999999995,0.10774999999999998,0.0,0.0,Rendah,Kecil
PCKT-100171,Kominfo,Jasa Konsultan,2024-11-30,50000000,54779144,61850135,0.833,0.829,0.0,0.0,0.16700000000000004,0.17100000000000004,0.08450000000000002,0.0,0.0,Rendah,Kecil
PCKT-100001,Kemenkes,Barang-IT,2024-12-01,50000000,63520850,73520807,0.769,0.814,0.0,0.0,0.23099999999999998,0.18600000000000005,0.10425000000000001,0.0,0.0,Rendah,Kecil
PCKT-100159,Pemprov Jabar,Jasa Konsultan,2024-12-01,50000000,52816035,52544071,0.687,0.747,0.0,0.0,0.31299999999999994,0.253,0.1415,0.0,0.0,Rendah,Kecil
PCKT-100935,Kemenhub,Jasa Konsultan,2024-12-01,50000000,57339198,63553458,0.806,0.637,0.0,0.0,0.19399999999999995,0.363,0.13924999999999998,0.0,0.0,Rendah,Kecil
PCKT-100320,Kemenkeu,Konstruksi,2024-12-01,50000000,46083843,49234868,0.52,0.343,0.08497895889455226,0.127127982098451,0.48,0.657,0.3478139910492255,0.0,0.0,Rendah,Kecil
PCKT-101060,Pemprov Jabar,Barang-IT,2024-12-02,50000000,37152898,36054889,0.917,0.944,0.3457900376977322,0.424930318503819,0.08299999999999996,0.05600000000000005,0.2472151592519095,0.0,0.0,Rendah,Kecil
PCKT-100973,Kemenkeu,Konstruksi,2024-12-02,50000000,49582584,51308171,0.816,0.411,0.00841860117657442,0.013379450585235708,0.18400000000000005,0.589,0.19993972529261786,0.0,0.0,Rendah,Kecil
PCKT-100939,Kominfo,Konstruksi,2024-12-03,50000000,48757601,50421452,0.828,0.487,0.0254811347260502,0.039949906892876474,0.17200000000000004,0.513,0.19122495344643825,0.0,0.0,Rendah,Kecil
PCKT-100748,Kominfo,Alkes,2024-12-03,50000000,38897377,37576276,1.0,0.742,0.2854337196053091,0.3666258463039821,0.0,0.258,0.24781292315199105,0.0,0.0,Rendah,Kecil
PCKT-100186,Pemprov Jabar,Barang-NonIT,2024-12-03,50000000,50591796,63266095,0.944,0.835,0.0,0.0,0.05600000000000005,0.16500000000000004,0.05525000000000002,0.0,0.0,Rendah,Kecil
PCKT-100018,Kominfo,Alkes,2024-12-03,50000000,36788485,39286728,0.677,0.748,0.3591209314545027,0.4370663397211225,0.32299999999999995,0.252,0.36228316986056125,0.0,0.0,Rendah,Kecil
PCKT-100382,Kemenkes,Jasa Konsultan,2024-12-03,50000000,53549977,61879853,0.602,0.118,0.0,0.0,0.398,0.882,0.32,0.0,0.0,Rendah,Kecil
PCKT-100768,Kementerian Y,Barang-IT,2024-12-04,50000000,44186842,55851309,0.914,0.129,0.13155857574071486,0.18981585786639454,0.08599999999999997,0.871,0.3341579289331973,0.0,0.0,Rendah,Kecil
PCKT-100945,BPK,Jasa Konsultan,2024-12-04,50000000,48123265,47758546,0.667,0.797,0.03899849688087456,0.060490731674778475,0.33299999999999996,0.20299999999999996,0.16424536583738922,0.0,0.0,Rendah,Kecil
PCKT-100715,Kemenkeu,Barang-IT,2024-12-04,50000000,64625127,60139545,0.996,0.888,0.0,0.0,0.0040000000000000036,0.11199999999999999,0.028999999999999998,0.0,0.0,Rendah,Kecil
PCKT-100432,Kemenkes,Konstruksi,2024-12-04,50000000,43692730,41808174,0.631,0.852,0.1443551364265863,0.20623530716043592,0.369,0.14800000000000002,0.23236765358021796,0.0,0.0,Rendah,Kecil
PCKT-100969,Pemprov Sumut,Barang-IT,2024-12-05,50000000,39552690,45708550,0.656,0.673,0.2641365226992146,0.3446713649806401,0.344,0.32699999999999996,0.34008568249032,0.0,0.0,Rendah,Kecil
PCKT-100030,BPK,Jasa Konsultan,2024-12-05,50000000,51263141,70595983,0.953,0.891,0.0,0.0,0.04700000000000004,0.10899999999999999,0.03900000000000001,0.0,0.0,Rendah,Kecil
PCKT-101142,Pemprov Sumut,Konstruksi,2024-12-05,50000000,58414479,69387508,1.0,0.251,0.0,0.0,0.0,0.749,0.18725,0.0,0.0,Rendah,Kecil
PCKT-100020,Kemenkes,Alkes,2024-12-05,50000000,57128834,53207747,0.796,0.848,0.0,0.0,0.20399999999999996,0.15200000000000002,0.089,0.0,0.0,Rendah,Kecil
PCKT-100996,BPK,Jasa Konsultan,2024-12-05,50000000,47685990,47143888,0.993,0.478,0.04852599264479987,0.07470399590361099,0.007000000000000006,0.522,0.1696019979518055,0.0,0.0,Rendah,Kecil
PCKT-100225,Kemenhub,Alkes,2024-12-05,50000000,48973268,66237446,0.889,0.203,0.02096515184569672,0.03298787318723262,0.11099999999999999,0.7969999999999999,0.2434939365936163,0.0,0.0,Rendah,Kecil
PCKT-100210,Kemenkes,Jasa Konsultan,2024-12-05,50000000,47813238,54100410,0.814,0.647,0.04573549275202821,0.07056349809452189,0.18600000000000005,0.353,0.17003174904726095,0.0,0.0,Rendah,Kecil
PCKT-100858,Pemkab X,Alkes,2024-12-05,50000000,43787361,50194989,1.0,0.903,0.14188201476677254,0.20308816200114488,0.0,0.09699999999999998,0.12579408100057243,0.0,0.0,Rendah,Kecil
PCKT-100607,Pemprov Jabar,Barang-NonIT,2024-12-06,50000000,49946000,44351980,0.871,0.05,0.00108116766107396,0.001728372898006536,0.129,0.95,0.27061418644900326,0.0,0.0,Rendah,Kecil
PCKT-100673,Pemprov Jabar,Barang-IT,2024-12-06,50000000,41941683,39323117,0.84,0.38,0.19213146501536432,0.2646512069942404,0.16000000000000003,0.62,0.3273256034971202,0.0,0.0,Rendah,Kecil
PCKT-100075,Kemenag,Konstruksi,2024-12-06,50000000,49419232,48892756,0.911,0.827,0.011751862109067174,0.01862730614099195,0.08899999999999997,0.17300000000000004,0.07481365307049598,0.0,0.0,Rendah,Kecil
PCKT-100109,Kemenkes,Barang-IT,2024-12-06,50000000,44308255,41804425,0.845,0.755,0.12845789119882967,0.18578647033015339,0.15500000000000003,0.245,0.1928932351650767,0.0,0.0,Rendah,Kecil
PCKT-101150,Kementerian Y,Jasa Konsultan,2024-12-07,50000000,37803295,44786307,0.723,0.277,0.32263602947838277,0.40322650752036526,0.277,0.723,0.4516132537601826,0.0,0.0,Rendah,Kecil
PCKT-101092,Kominfo,Alkes,2024-12-07,50000000,50115855,51616568,0.815,0.817,0.0,0.0,0.18500000000000005,0.18300000000000005,0.09200000000000003,0.0,0.0,Rendah,Kecil
PCKT-101082,Kemendikbud,Alkes,2024-12-07,50000000,47760609,47240184,0.82,0.564,0.04688782339437925,0.0722755483891474,0.18000000000000005,0.43600000000000005,0.19013777419457373,0.0,0.0,Rendah,Kecil
PCKT-100942,Kemenag,Alkes,2024-12-07,50000000,43566593,46356902,0.95,0.908,0.14766835221657107,0.21043203554112055,0.050000000000000044,0.09199999999999997,0.14071601777056028,0.0,0.0,Rendah,Kecil
PCKT-100478,Kemenkeu,Barang-IT,2024-12-07,50000000,40879203,55917304,0.725,0.317,0.2231158224880265,0.3002172267171833,0.275,0.683,0.38960861335859165,0.0,0.0,Rendah,Kecil
